category_list,funding_total_usd,country_code,state_code,funding_rounds,target,founded_year,first_funding_year,last_funding_year
Enterprise Software,8600000.0,USA,CA,2,1,2010.0,2011.0,2015
Advertising,15170000.0,GBR,H9,1,1,2010.0,2007.0,2007
Application Performance Monitoring,189195.0,ESP,29,1,1,2012.0,2012.0,2012
Artificial Intelligence,33000.0,USA,MA,1,1,2014.0,2013.0,2013
Clinical Trials,3196787.3568904,BEL,1,5,1,2010.0,2010.0,2015
Software,80000.0,USA,WA,1,1,2011.0,2012.0,2012
Consulting,1100006.0,USA,PA,1,1,1999.0,2009.0,2009
Apps,65952.0,DEU,16,1,1,2010.0,2014.0,2014
Software,2000000.0,ISR,2,1,1,2014.0,2014.0,2014
Enterprise Software,2000000.0,,,1,0,2013.0,2014.0,2014
Mobile,40000.0,CHL,12,1,1,2013.0,2013.0,2013
Software,2000000.0,DEU,13,1,1,2009.0,2010.0,2010
Consumer Goods,82000000.0,IDN,8,1,1,2012.0,2015.0,2015
E-Commerce,1700000.0,ISR,6,1,0,2006.0,2008.0,2008
Real Time,25000.0,,,1,1,2013.0,2014.0,2014
Therapeutics,250000.0,USA,CA,1,1,2010.0,2015.0,2015
Advertising,128770.0,GBR,H9,1,1,2012.0,2012.0,2012
Advertising,188321.0,KOR,11,1,1,2010.0,2013.0,2013
Manufacturing,4499997.0,USA,CA,2,1,2013.0,2015.0,2015
Mobile Software Tools,1500000.0,USA,CA,2,1,2012.0,2011.0,2014
Wine And Spirits,2000000.0,,,1,1,2014.0,2015.0,2015
Content,2000000.0,ZAF,,1,1,2006.0,2013.0,2013
Software,43449200.0,FRA,A8,3,1,2000.0,2006.0,2011
Curated Web,2000000.0,USA,CA,1,1,2010.0,2013.0,2013
Software,23260000.0,USA,MD,3,1,2002.0,2003.0,2006
Software,12700000.0,USA,WA,3,1,2010.0,2002.0,2004
unknown,2000000.0,,,5,1,2010.0,2012.0,2014
Price Comparison,97525.0,KOR,11,1,1,2014.0,2014.0,2014
Health and Wellness,16300000.0,USA,MA,2,1,2012.0,2013.0,2014
Semiconductors,25000000.0,USA,CA,1,1,2003.0,2006.0,2006
Curated Web,300000.0,USA,PA,1,0,2006.0,2008.0,2008
Software,30000.0,CHN,23,1,1,2007.0,2011.0,2011
Mobile,891177.0,GBR,H9,1,0,2003.0,2008.0,2008
Mobile,2000000.0,,,1,1,2005.0,2013.0,2013
Hardware,2000000.0,CHN,22,2,1,2001.0,2001.0,2006
Software,350000.0,CAN,BC,1,1,2011.0,2013.0,2013
Advertising,150000.0,USA,VA,2,1,2010.0,2011.0,2011
Biotechnology,7516103.0,USA,PA,6,1,2008.0,2010.0,2015
Mobile,30000.0,USA,TX,1,1,2011.0,2013.0,2013
Education,918015.0,BRA,15,5,1,2013.0,2013.0,2014
Consumers,9300000.0,IDN,4,3,1,2013.0,2013.0,2015
Contact Management,7207.0,POL,78,1,0,2011.0,2011.0,2011
Comparison Shopping,15000.0,USA,CA,1,1,2010.0,2012.0,2012
Internet of Things,20000.0,GRC,17,1,1,2013.0,2013.0,2013
Cyber Security,4993674.67874026,GBR,H9,1,1,2011.0,2014.0,2014
Colleges,22864.0,CAN,ON,1,1,2014.0,2014.0,2014
Loyalty Programs,1000000.0,RUS,71,1,0,2010.0,2012.0,2012
Games,500000.0,CAN,ON,1,1,2011.0,2011.0,2011
Advertising,5100000.0,GBR,H9,2,1,2010.0,2011.0,2013
Market Research,50733.0,MEX,9,1,1,2010.0,2012.0,2012
Analytics,2000000.0,ISR,5,1,1,2010.0,2012.0,2012
Biotechnology,24497760.0,AUS,2,3,0,2010.0,2003.0,2013
Security,49000000.0,USA,CA,5,0,2003.0,2005.0,2009
Digital Media,17750000.0,USA,MA,1,1,2010.0,2010.0,2010
Health Care,85484760.0,USA,GA,9,1,2007.0,2009.0,2015
Communities,2000000.0,USA,OH,1,1,2010.0,2008.0,2008
Analytics,7305000.0,USA,MA,3,1,2008.0,2013.0,2015
Software,6700000.0,NOR,12,1,1,1994.0,2005.0,2005
Hardware,2500000.0,IND,2,1,1,2007.0,2006.0,2006
Networking,37000000.0,,,3,1,2010.0,1998.0,1999
Consumer Electronics,7000000.0,USA,MN,1,1,2003.0,2014.0,2014
Clean Technology,54000000.0,USA,MA,4,1,1996.0,2007.0,2014
Software,1000000.0,USA,WA,1,1,2011.0,2012.0,2012
Apps,230000.0,GBR,E6,1,1,2014.0,2015.0,2015
Health Care,4080830.0,CAN,,1,1,2010.0,2014.0,2014
Analytics,50000.0,USA,NY,1,0,2015.0,2015.0,2015
Finance,40000.0,CHL,12,1,1,2010.0,2014.0,2014
Location Based Services,20000.0,USA,OH,1,1,2014.0,2014.0,2014
Apps,25000.0,USA,CA,1,1,2004.0,2013.0,2013
Local Businesses,1900000000.0,USA,WI,1,1,1971.0,2014.0,2014
Education,25832058.0,USA,DC,4,1,2012.0,2012.0,2015
Biotechnology,2000000.0,USA,MA,1,1,2013.0,2015.0,2015
Software,2000000.0,USA,CA,1,1,2010.0,2014.0,2014
Content,2000000.0,NLD,7,1,1,2004.0,2012.0,2012
Biotechnology,1000000.0,USA,NY,1,1,2010.0,2012.0,2012
Cloud Computing,990000.0,USA,IL,1,1,2010.0,2013.0,2013
Internet Marketing,30000.0,IND,24,1,1,2010.0,2014.0,2014
Software,2290000.0,FRA,A8,1,1,1998.0,2010.0,2010
Finance,51000000.0,USA,NJ,2,1,2010.0,2007.0,2009
Apps,192537.572088518,,,3,1,2010.0,2014.0,2015
Business Intelligence,160000.0,USA,MN,2,1,2011.0,2012.0,2012
Career Management,570500.0,USA,MA,3,1,2011.0,2014.0,2014
Digital Media,154053900.0,FRA,A8,1,0,2006.0,2008.0,2008
Analytics,4100000.0,USA,NC,2,1,2014.0,2014.0,2015
Health and Wellness,35000.0,USA,NV,1,1,1997.0,2011.0,2011
Software,80000.0,ZAF,,1,1,2012.0,2015.0,2015
Internet,1000000.0,USA,CA,1,1,2010.0,2012.0,2012
Analytics,150000.0,BRA,22,2,1,2011.0,2012.0,2014
Health and Wellness,100000.0,USA,PA,2,1,2011.0,2013.0,2014
Software,5000000.0,USA,CA,1,1,2012.0,2014.0,2014
Hardware + Software,2853205.0,USA,CT,1,1,2011.0,2012.0,2012
Digital Media,15700000.0,USA,CA,3,1,2013.0,2014.0,2015
E-Commerce,40000.0,BRA,26,1,1,2010.0,2012.0,2012
Health Care,2000000.0,USA,TN,1,1,2010.0,2014.0,2014
Consulting,530000.0,USA,NV,1,1,2010.0,2012.0,2012
Software,692000.0,,,1,0,2010.0,2008.0,2008
Cloud Computing,2000000.0,,,1,1,2012.0,2012.0,2012
Semiconductors,2573200.0,FRA,B8,2,1,2010.0,2014.0,2014
Software,26348532.0,,,4,1,2004.0,2007.0,2014
B2B,1500000.0,CYP,5,1,1,2001.0,2011.0,2011
Services,2000000.0,USA,FL,1,1,2008.0,2014.0,2014
Consulting,6000.0,USA,FL,1,1,2014.0,2014.0,2014
Health and Wellness,265778.0,GBR,E6,1,1,2011.0,2013.0,2013
Marketplaces,20000.0,USA,OH,1,1,2015.0,2015.0,2015
E-Commerce,2000000.0,GBR,H4,1,1,2008.0,2014.0,2014
Biotechnology,23394037.0,USA,CA,2,1,1974.0,2010.0,2011
Cloud Computing,25000000.0,USA,KS,1,1,2005.0,2010.0,2010
Infrastructure,44000000.0,,,4,1,2010.0,1999.0,2003
Health Care,6085000.0,USA,FL,4,1,2012.0,2013.0,2015
Hardware + Software,441613.0,USA,WA,1,1,2003.0,2013.0,2013
Financial Services,8000000.0,USA,CA,1,1,2014.0,2015.0,2015
Advertising,2000000.0,USA,NJ,1,1,2012.0,2014.0,2014
Software,1556838.0,KOR,11,1,1,2012.0,2014.0,2014
Semiconductors,3731807.0,FRA,A9,1,1,2010.0,2014.0,2014
Hardware + Software,47069660.0,USA,MA,8,1,2008.0,2008.0,2014
Software,220000000.0,USA,UT,2,1,2002.0,2012.0,2014
Market Research,2600000.0,USA,CO,2,1,2007.0,2008.0,2012
Security,2000000.0,USA,CA,1,1,1999.0,2003.0,2003
Clean Technology,4924619.37155815,CHE,25,4,1,2010.0,2011.0,2015
Analytics,5400000.0,CAN,ON,1,1,2011.0,2014.0,2014
Curated Web,150000.0,ISR,5,1,1,2013.0,2014.0,2014
Local Businesses,39500000.0,,,5,1,2012.0,2013.0,2014
Collaboration,150000.0,USA,NY,2,1,2012.0,2013.0,2013
Biotechnology,1250000.0,USA,CA,2,1,2010.0,2013.0,2014
Information Services,34499960.0,USA,CA,2,1,2012.0,2014.0,2014
Semiconductors,4000000.0,,,2,0,2010.0,2006.0,2007
Finance,150000.0,USA,CA,1,0,2007.0,2007.0,2007
Health Care,60358285.0,GBR,P3,3,1,2008.0,2009.0,2015
Construction,207900000.0,USA,TX,2,1,1997.0,2002.0,2002
unknown,2000000.0,,,1,1,2014.0,2015.0,2015
Biotechnology,11500.0,USA,FL,1,1,2010.0,2010.0,2010
Biotechnology,28712619.0,USA,CA,3,1,2008.0,2009.0,2011
Mobile,50750012.0,USA,CA,7,1,2006.0,2006.0,2014
Biotechnology,35000000.0,USA,CA,1,1,2009.0,2014.0,2014
Nanotechnology,1908237.0,GBR,N7,1,1,2010.0,2009.0,2009
Software,4580000.0,USA,PA,2,1,2009.0,2010.0,2012
Advertising,65299999.0,USA,CA,4,1,2006.0,2007.0,2011
Enterprise Software,40000.0,USA,NY,1,1,2011.0,2011.0,2011
Analytics,3000000.0,USA,NV,1,1,1986.0,2006.0,2006
Enterprise Software,10039177.5380287,,,4,1,2011.0,2013.0,2015
Semiconductors,166153980.0,USA,CA,11,1,2006.0,2006.0,2014
Analytics,43999999.0,USA,MA,5,1,2007.0,2008.0,2012
unknown,2400000.0,USA,CA,1,1,2010.0,2015.0,2015
Finance,2000000.0,FRA,A8,1,1,2010.0,2011.0,2011
Hedge Funds,1000000.0,USA,CA,1,1,2014.0,2014.0,2014
Communities,41049041.0,USA,MA,4,1,2004.0,2009.0,2013
Databases,2000000.0,USA,TX,1,1,2012.0,2015.0,2015
Big Data Analytics,26215.0,PER,15,1,1,2010.0,2014.0,2014
Finance,41250.0,HKG,,1,1,2013.0,2014.0,2014
Sensors,70000.0,,,2,1,2014.0,2014.0,2014
App Stores,50000.0,USA,MD,3,1,2013.0,2013.0,2015
Analytics,550000.0,USA,TX,1,1,2011.0,2013.0,2013
Analytics,280750.0,USA,CA,3,1,2013.0,2013.0,2014
Web Development,2000000.0,,,1,1,2010.0,2015.0,2015
Analytics,12000000.0,USA,CA,2,1,2009.0,2009.0,2014
Biotechnology,3200000.0,CHN,22,1,1,2010.0,2015.0,2015
Cloud Computing,500000.0,SGP,,1,1,2009.0,2013.0,2013
unknown,2000000.0,,,1,0,2010.0,2001.0,2001
Analytics,99875.0,USA,GA,1,1,2010.0,2009.0,2009
Analytics,325000.0,USA,FL,1,1,2012.0,2013.0,2013
Services,7000000.0,,,1,0,2010.0,2001.0,2001
Analytics,9400000.0,USA,CA,2,1,2005.0,2008.0,2009
Hospitality,182610.0,USA,IL,1,1,2007.0,2013.0,2013
Curated Web,23800000.0,USA,MA,3,1,2011.0,2013.0,2014
Biotechnology,2000000.0,USA,CA,1,1,2010.0,2013.0,2013
Biotechnology,406039700.0,USA,OR,1,1,1986.0,2009.0,2009
Software,86000.0,USA,CA,1,1,2010.0,2015.0,2015
Health and Wellness,22000000.0,USA,MA,2,1,2012.0,2013.0,2014
Biotechnology,20500000.0,JPN,32,1,1,2013.0,2015.0,2015
Enterprise Software,7600000.0,USA,CA,3,1,2010.0,2007.0,2011
Semiconductors,105000.0,USA,PA,1,1,2010.0,2009.0,2009
Health and Wellness,30000.0,USA,FL,1,1,1995.0,2009.0,2009
Health and Wellness,2000000.0,USA,OH,1,1,1999.0,2014.0,2014
Hardware + Software,2424402.0,GBR,H3,1,1,2010.0,2014.0,2014
Biotechnology,7536731.0,USA,FL,3,1,2010.0,2009.0,2010
Face Recognition,250000.0,POL,82,1,1,2013.0,2013.0,2013
unknown,3500000.0,,,1,1,2010.0,2003.0,2003
Education,2115100.0,USA,MI,3,1,2010.0,2009.0,2010
Semiconductors,490000.0,USA,TX,2,1,2008.0,2014.0,2015
Internet,1000000.0,USA,CO,1,1,2011.0,2014.0,2014
Biotechnology,1050000.0,USA,IN,1,1,2010.0,2012.0,2012
Enterprise Software,3540000.0,USA,CA,1,1,2004.0,2006.0,2006
Health Care,500000.0,USA,TN,1,1,2010.0,2012.0,2012
Enterprise Software,6286900.0,USA,CA,2,1,2010.0,2011.0,2012
Nanotechnology,450000.0,USA,MA,1,1,2010.0,2015.0,2015
Security,6800990.0,USA,FL,2,1,2010.0,2014.0,2014
Public Relations,2000000.0,USA,IL,1,1,2006.0,2010.0,2010
Software,200000.0,USA,CA,1,1,2007.0,2007.0,2007
Biotechnology,22039074.0,GBR,I7,6,1,2008.0,2011.0,2014
Enterprise Software,3166584.0,USA,MA,2,1,2010.0,2010.0,2015
Software,1000000.0,CAN,QC,1,1,2010.0,2005.0,2005
Information Technology,50500000.0,USA,CA,2,1,1997.0,1999.0,2001
Hardware + Software,5385000.0,USA,CA,3,1,2002.0,2014.0,2015
Software,278500.0,USA,NY,1,0,2010.0,2012.0,2012
Health Care Information Technology,1403970.0,,,1,0,2013.0,2014.0,2014
Mobile,15007503.0,CHN,7,1,1,1985.0,2010.0,2010
Biotechnology,37000000.0,USA,CA,2,1,1994.0,2008.0,2010
Security,10411307.0,USA,TX,7,1,2007.0,2010.0,2015
Communications Hardware,18000000.0,USA,MA,1,1,1998.0,2004.0,2004
Curated Web,4200000.0,USA,CA,3,1,2011.0,2013.0,2014
Finance,2750000.0,USA,NJ,2,1,2011.0,2013.0,2014
Digital Media,7000000.0,USA,NY,1,1,2014.0,2015.0,2015
Biotechnology,23000000.0,GBR,C3,2,1,2010.0,2014.0,2015
Hardware + Software,35638334.0,USA,CA,5,0,2003.0,2006.0,2010
Apps,23865186.0,GBR,Z3,1,1,2001.0,2008.0,2008
unknown,2000000.0,IND,16,1,1,2003.0,2012.0,2012
Enterprise Software,5200000.0,USA,CA,2,1,2009.0,2012.0,2013
Consulting,5400000.0,ARG,7,1,1,2012.0,2014.0,2014
unknown,2000000.0,,,1,1,2010.0,2014.0,2014
Biotechnology,58025045.0,USA,MI,2,1,2000.0,2007.0,2009
Advertising,28300000.0,USA,MA,3,1,2006.0,2007.0,2009
E-Commerce,250000.0,ITA,9,1,1,2014.0,2015.0,2015
Finance,2000000.0,IND,16,1,1,2012.0,2013.0,2013
Software,1800000.0,USA,CA,1,1,2012.0,2014.0,2014
Advertising,34850000.0,GBR,H9,3,1,2010.0,2010.0,2014
Software,676246.0,ESP,58,1,1,2010.0,2014.0,2014
Enterprise Software,20000000.0,,,2,1,2011.0,2013.0,2014
Curated Web,50000.0,GBR,H9,1,0,2010.0,2010.0,2010
Public Transportation,2000000.0,SWE,27,1,0,2010.0,2012.0,2012
E-Commerce,152842.0,FIN,13,1,1,2013.0,2014.0,2014
Software,1631433.22515535,GBR,H9,4,1,2012.0,2012.0,2015
Curated Web,24300000.0,USA,FL,4,1,1997.0,2008.0,2014
Education,600000.0,USA,NJ,1,1,2015.0,2015.0,2015
Entertainment,2000000.0,USA,MI,1,1,2014.0,2014.0,2014
Curated Web,130000.0,CAN,ON,1,0,2010.0,2009.0,2009
Semiconductors,39231994.0,USA,CA,18,1,2001.0,2001.0,2009
Consulting,718450.0,FRA,A8,1,1,2008.0,2010.0,2010
Curated Web,705000.0,USA,WA,1,1,2011.0,2015.0,2015
Clean Technology,107500000.0,USA,PA,4,1,2010.0,2008.0,2014
Enterprise Software,1500000.0,USA,CA,1,0,2004.0,2009.0,2009
Enterprise Software,650000.0,USA,CT,2,1,2011.0,2011.0,2012
EdTech,2455000.0,USA,TX,4,1,2013.0,2013.0,2015
Public Transportation,101851.801554666,BRA,23,1,1,2014.0,2014.0,2014
Entertainment,70338.0,BRA,2,1,1,2014.0,2014.0,2014
Analytics,2000000.0,CAN,ON,1,0,2011.0,2011.0,2011
Social Network Media,270862.0,ESP,29,1,1,2010.0,2014.0,2014
Search,2000000.0,USA,OH,1,1,2012.0,2012.0,2012
Web Hosting,2990000.0,FRA,B8,1,1,1999.0,2010.0,2010
Android,1000000.0,USA,CA,2,1,2013.0,2014.0,2014
Legal,3750000.0,USA,CA,1,1,2010.0,2010.0,2010
unknown,5000000.0,USA,TX,1,1,2010.0,2007.0,2007
Consulting,81000000.0,SGP,,2,1,1997.0,2003.0,2010
Clean Technology,4200000.0,USA,WA,1,1,2012.0,2013.0,2013
Games,3742500.0,USA,AZ,1,1,2006.0,2014.0,2014
Recycling,18000000.0,USA,TX,1,1,2010.0,2014.0,2014
EdTech,43750.0,USA,OH,2,1,2014.0,2014.0,2014
Consulting,4600000.0,USA,NY,1,1,2010.0,2009.0,2009
Local Businesses,55000.0,USA,WA,1,1,2010.0,2013.0,2013
Recruiting,15000.0,RUS,48,1,0,2014.0,2014.0,2014
Business Development,1685122.0,JPN,22,4,1,2008.0,2008.0,2009
Education,90000000.0,USA,TX,1,1,2010.0,2000.0,2000
Employer Benefits Programs,2000000.0,USA,SC,1,1,2010.0,2015.0,2015
Apps,2000000.0,USA,CA,1,0,2011.0,2011.0,2011
Events,451807.0,CAN,QC,1,1,2014.0,2014.0,2014
M2M,12500000.0,USA,CA,1,1,2010.0,2006.0,2006
Pharmaceuticals,2000000.0,GBR,C3,1,1,2010.0,2015.0,2015
Mobile Advertising,2900000.0,USA,CA,1,1,2013.0,2014.0,2014
Application Platforms,4750000.0,USA,NC,3,1,2013.0,2014.0,2015
Trading,2000000.0,GBR,H9,1,1,2010.0,2015.0,2015
Curated Web,250000.0,USA,PA,1,0,2010.0,2011.0,2011
Payments,225000000.0,CHN,22,4,1,2014.0,2014.0,2015
Curated Web,2000000.0,GBR,H9,1,1,2012.0,2012.0,2012
Creative Industries,800000.0,USA,CA,1,1,2013.0,2014.0,2014
Video Streaming,20000.0,,,1,1,2010.0,2014.0,2014
Finance,10000000.0,CAN,BC,1,0,1998.0,2006.0,2006
Console Gaming,200000.0,USA,CA,1,1,2014.0,2015.0,2015
Building Products,50000.0,AUS,2,1,1,2010.0,2009.0,2009
Software,13000000.0,IND,16,1,1,2010.0,2010.0,2010
Sports,18950000.0,USA,MA,5,0,2008.0,2008.0,2011
EdTech,450000.0,USA,MA,2,1,2013.0,2014.0,2014
Software,500000.0,USA,CO,1,1,2008.0,2014.0,2014
unknown,2000000.0,USA,TX,1,1,2011.0,2011.0,2011
Information Technology,5300000.0,USA,MO,2,1,2010.0,2005.0,2007
Android,1980000.0,USA,MA,2,1,2011.0,2012.0,2013
Digital Media,3999898.0,GBR,I7,3,1,2007.0,2007.0,2008
Android,1220000.0,GBR,H9,2,1,2011.0,2009.0,2012
Hardware + Software,264000.0,USA,MN,1,1,2009.0,2011.0,2011
Bitcoin,50000.0,USA,CA,1,1,2014.0,2015.0,2015
Software,4100000.0,USA,NY,1,1,1997.0,2006.0,2006
Business Services,75000.0,USA,CA,1,1,2015.0,2014.0,2014
Software,1800000.0,USA,TN,1,1,2011.0,2012.0,2012
Semiconductors,6478446.0,USA,TX,2,1,2003.0,2007.0,2009
Design,160000.0,,,2,1,2013.0,2013.0,2014
Games,12375000.0,AUS,8,3,1,2010.0,2012.0,2015
E-Commerce,3970817.0,USA,TX,4,1,2002.0,2010.0,2015
Software,100000.0,USA,MI,1,1,2007.0,2009.0,2009
Finance Technology,200000.0,,,1,1,2010.0,2014.0,2014
Legal,950000.0,USA,CA,2,1,2014.0,2014.0,2015
Apps,2000000.0,IND,10,1,1,2015.0,2015.0,2015
Search,5149987.0,USA,CA,1,1,2010.0,2015.0,2015
Public Relations,2000000.0,USA,CA,1,1,2012.0,2012.0,2012
Health Diagnostics,2700000.0,USA,MN,1,0,2010.0,2002.0,2002
Mobile,8800000.0,CAN,BC,3,1,2006.0,2011.0,2013
Internet Marketing,1240000.0,IND,19,4,1,2010.0,2010.0,2015
App Stores,30250000.0,USA,TX,5,1,1993.0,2005.0,2009
Apps,9000000.0,USA,CA,3,1,2010.0,2012.0,2013
Enterprise Software,184235885.0,CAN,ON,5,1,2003.0,2006.0,2015
Finance,100000.0,USA,CA,1,1,2014.0,2014.0,2014
Enterprise Software,5200000.0,USA,TX,1,1,2000.0,2005.0,2005
E-Commerce,2000000.0,CAN,ON,1,1,2001.0,2015.0,2015
Clean Technology,50000.0,,,1,1,2010.0,2012.0,2012
Home Decor,20000.0,USA,CO,1,1,2000.0,2015.0,2015
Big Data Analytics,66500000.0,USA,CA,3,1,2010.0,2011.0,2015
E-Commerce,78500000.0,USA,NJ,6,1,2005.0,2006.0,2010
E-Commerce,68371.0,,,1,1,2011.0,2015.0,2015
Software,6399980.0,USA,MA,2,1,2010.0,2009.0,2011
Publishing,2000000.0,CAN,BC,2,1,2013.0,2013.0,2013
Clean Technology,10234700.0,GBR,H9,1,1,2005.0,2008.0,2008
Consulting,2000000.0,USA,NC,1,1,2000.0,2006.0,2006
Health Care,1300000.0,USA,WI,5,1,2013.0,2013.0,2014
Transportation,607000.0,IND,16,2,1,2010.0,2015.0,2015
Advertising,35000000.0,USA,NY,5,1,2000.0,2004.0,2007
Software,1280000.0,USA,CA,2,1,2011.0,2011.0,2012
Software,8900000.0,USA,CA,1,0,1998.0,2007.0,2007
Audio,100000.0,USA,DC,1,1,2014.0,2014.0,2014
Services,10000.0,USA,MA,1,1,2015.0,2014.0,2014
Curated Web,2043396.0,USA,MI,4,1,2012.0,2012.0,2014
Apps,1000000.0,GBR,H9,1,1,2014.0,2014.0,2014
Curated Web,346000000.0,IND,16,6,1,2008.0,2010.0,2015
Communities,150000.0,,,1,0,2015.0,2015.0,2015
Mobile,505000.0,USA,CA,1,1,2011.0,2012.0,2012
Content,9076257.0,GBR,H9,2,1,2010.0,2013.0,2014
Education,218000.0,USA,NY,2,1,2013.0,2014.0,2015
E-Commerce,2000000.0,KOR,11,1,1,2012.0,2012.0,2012
Logistics,2000000.0,GBR,H9,1,1,2014.0,2015.0,2015
Fashion,2000000.0,,,1,0,2010.0,2012.0,2012
Biotechnology,5181090.0,USA,WI,1,1,2010.0,2010.0,2010
Consulting,1173661.0,GBR,F2,1,1,2000.0,2015.0,2015
E-Commerce,2000000.0,CAN,ON,1,1,2013.0,2014.0,2014
Biotechnology,31300000.0,USA,PA,3,1,2003.0,2006.0,2010
Advertising,4000.0,USA,CA,2,1,1999.0,2000.0,2007
Mobile,10000000.0,USA,NY,1,1,2007.0,2014.0,2014
Social Media,100000.0,USA,SC,1,1,2009.0,2010.0,2010
Biotechnology,1486000.0,USA,WI,1,0,2000.0,2012.0,2012
unknown,15000000.0,USA,WA,1,1,1997.0,2000.0,2000
Consumer Goods,5000.0,,,1,1,2010.0,2014.0,2014
Hardware,12300000.0,USA,CA,3,1,2006.0,2006.0,2010
Biotechnology,526000000.0,USA,TX,2,1,2010.0,2009.0,2013
Enterprise Software,2000000.0,USA,PA,1,1,2010.0,2011.0,2011
Advertising,6000000.0,RUS,47,4,1,2005.0,2006.0,2010
Advertising,3250000.0,USA,CA,1,1,2014.0,2015.0,2015
Business Services,14000000.0,SWE,26,1,1,2010.0,2014.0,2014
Entertainment,3500000.0,,,1,1,2010.0,2001.0,2001
Collaboration,45000000.0,USA,CA,2,1,2012.0,2013.0,2015
Beauty,300000.0,USA,NY,2,1,2014.0,2015.0,2015
Coupons,115000.0,,,1,0,2014.0,2015.0,2015
Android,10061414.0,GBR,H9,3,1,2010.0,2011.0,2014
Financial Services,2000000.0,USA,CA,1,1,2010.0,2014.0,2014
Clean Technology,113300000.0,IND,7,1,1,2010.0,2008.0,2008
Health and Wellness,2050000.0,USA,PA,2,1,2004.0,2009.0,2011
Consumer Goods,2000000.0,GBR,H9,1,1,2014.0,2015.0,2015
Crowdsourcing,185325006.0,USA,NY,8,0,2009.0,2006.0,2014
Computers,395680.0,VEN,,1,1,2013.0,2015.0,2015
Education,51500000.0,USA,CA,2,1,1996.0,2000.0,2001
Finance,6250000.0,USA,CA,4,1,2007.0,2011.0,2014
Internet of Things,175000.0,USA,MA,4,1,2013.0,2013.0,2015
E-Commerce,100000.0,USA,IL,1,1,2012.0,2013.0,2013
Flash Sales,130748.0,ITA,9,1,1,2012.0,2013.0,2013
Human Resources,644016.0,CHE,25,1,1,2010.0,2012.0,2012
Cloud Management,20323.0,NLD,7,1,1,2013.0,2013.0,2013
Apps,1500000.0,NZL,G2,1,1,2012.0,2015.0,2015
Software,300000.0,FRA,A8,1,1,2006.0,2009.0,2009
E-Commerce,150000.0,USA,OH,3,1,2010.0,2011.0,2013
Technology,134900000.0,USA,CA,6,1,2009.0,2011.0,2015
unknown,2000000.0,,,4,1,2010.0,2012.0,2013
Apps,405350.0,GBR,,1,1,2010.0,2014.0,2014
Games,32842.0,BGR,42,1,1,2013.0,2013.0,2013
Gamification,2250000.0,GBR,R3,2,1,2011.0,2012.0,2015
All Students,12000000.0,USA,CA,1,1,2007.0,2015.0,2015
Content,2000000.0,ESP,56,1,1,2013.0,2015.0,2015
Software,150000.0,USA,MO,1,1,2011.0,2013.0,2013
Apps,243071.0,GBR,H9,1,1,2013.0,2013.0,2013
Mobile,3814776.0,USA,CA,3,1,2014.0,2014.0,2015
Internet of Things,1000000.0,USA,CA,2,1,2013.0,2013.0,2014
Software,10000000.0,USA,NJ,1,1,2010.0,2005.0,2005
Software,24750000.0,USA,CA,3,1,2003.0,2006.0,2010
Big Data,66800000.0,USA,WA,3,1,2012.0,2012.0,2015
Nanotechnology,6538000.0,SWE,27,2,1,2005.0,2005.0,2006
Business Services,890000000.0,CHN,22,8,1,2005.0,2006.0,2015
Big Data,1140000.0,FRA,A8,3,1,2011.0,2012.0,2013
Apps,165000.0,USA,NY,1,1,2010.0,2015.0,2015
Cloud Infrastructure,2000000.0,USA,MA,1,1,2013.0,2014.0,2014
Bitcoin,2000000.0,IDN,7,1,1,2014.0,2014.0,2014
Document Management,909202.0,,,3,0,2013.0,2014.0,2015
Cloud Computing,149112.0,ARG,7,3,1,2011.0,2012.0,2013
Curated Web,141000000.0,USA,CA,3,1,2009.0,2010.0,2014
Business Services,42906442.0,USA,CA,8,1,2008.0,2009.0,2014
Semiconductors,30000000.0,USA,CA,2,1,2010.0,2005.0,2006
Software,260000.0,FIN,15,1,0,2004.0,2007.0,2007
B2B,400000.0,USA,UT,1,1,2014.0,2014.0,2014
Curated Web,2000000.0,GBR,H9,1,1,2007.0,2007.0,2007
Freelancers,7756.0,,,1,0,2015.0,2015.0,2015
Business Development,650000.0,USA,CA,1,1,2011.0,2013.0,2013
Curated Web,9202.57852641456,IRL,31,1,1,2012.0,2013.0,2013
Services,750000.0,IRL,7,1,1,2014.0,2014.0,2014
Biotechnology,16200027.0,USA,PA,3,1,2010.0,2012.0,2014
Bio-Pharm,62661128.6164423,GBR,J8,1,1,2010.0,2008.0,2008
Media,2000000.0,USA,NY,1,1,2013.0,2015.0,2015
Enterprise Software,935000.0,USA,CA,1,0,2008.0,2010.0,2010
Mobile,545000.0,USA,FL,1,1,2013.0,2014.0,2014
Advertising,21000000.0,NLD,7,1,1,2000.0,2001.0,2001
Curated Web,15000000.0,BMU,3,1,1,1999.0,2007.0,2007
Analytics,5200000.0,USA,NY,2,1,2009.0,2013.0,2015
Android,1085084.0,ITA,7,3,1,2011.0,2012.0,2014
Analytics,100000.0,USA,CA,2,1,2012.0,2013.0,2013
Analytics,31758235.0,USA,CA,4,1,2012.0,2009.0,2015
Software,375000.0,USA,IL,1,1,2011.0,2012.0,2012
Consumer Behavior,100000.0,,,1,1,2013.0,2014.0,2014
Training,400000.0,USA,CA,1,1,2014.0,2015.0,2015
Advertising,597375.0,GBR,H9,1,1,2009.0,2009.0,2009
